Route Number,ETA,Distance,Route,Time
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:28:54 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:29:14 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:29:39 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:30:07 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:30:30 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:30:50 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:31:12 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:31:32 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:31:58 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:32:16 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:32:42 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:33:02 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:33:22 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:33:43 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:34:03 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:34:27 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:34:52 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:35:19 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:35:44 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:36:15 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:36:36 2018
1,21 min,15.4 miles,I-278 W,Fri Sep 28 10:37:01 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:37:21 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:37:41 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:38:07 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:38:28 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:38:49 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:39:11 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:39:42 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:40:08 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:40:37 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:40:58 2018
1,22 min,15.4 miles,I-278 W,Fri Sep 28 10:41:26 2018
